status,source_label,title,url,upload_date,published_at,subtitle_path,note
downloaded,Ryan Peterman,Retired Amazon VP How Corporate Politics Work And How To Win | Ethan Evans,https://www.youtube.com/watch?v=6WaeGfLnRvc,20260330,2026-03-30T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260330-retired-amazon-vp-how-corporate-politics-work-and-how-to-win-ethan-evans.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260330-retired-amazon-vp-how-corporate-politics-work-and-how-to-win-ethan-evans.txt
