status,source_label,title,url,upload_date,published_at,subtitle_path,note
downloaded,Lenny's Podcast,"How to influence executives without playing politics | Jessica Fain (Webflow, ex-Slack)",https://www.youtube.com/watch?v=RP4vJeIb7WU,20260322,2026-03-22T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-how-to-influence-executives-without-playing-politics-jessica-fain-webflow-ex-slack.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-how-to-influence-executives-without-playing-politics-jessica-fain-webflow-ex-slack.txt
downloaded,The Pragmatic Engineer,Nicole Forsgren: Leading high-performing engineering teams in the age of AI - The Pragmatic Summit,https://www.youtube.com/watch?v=DfrAaDgFgjc,20260322,2026-03-22T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-nicole-forsgren-leading-high-performing-engineering-teams-in-the-age-of-ai-the-pragmatic-summit.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-nicole-forsgren-leading-high-performing-engineering-teams-in-the-age-of-ai-the-pragmatic-summit.txt
downloaded,The Pragmatic Engineer,Product-minded engineers in an AI-native world,https://www.youtube.com/watch?v=0Cv5763UX70,20260322,2026-03-22T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-product-minded-engineers-in-an-ai-native-world.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-product-minded-engineers-in-an-ai-native-world.txt
downloaded,Peter Yang,How to Design and Code with Claude Code and Figma MCP in 50 Min | Felix Lee,https://www.youtube.com/watch?v=ydiMKfljb-I,20260322,2026-03-22T21:01:41+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-how-to-design-and-code-with-claude-code-and-figma-mcp-in-50-min-felix-lee.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260322-how-to-design-and-code-with-claude-code-and-figma-mcp-in-50-min-felix-lee.txt
downloaded,Dwarkesh Patel,Terence Tao – How the world’s top mathematician uses AI,https://www.youtube.com/watch?v=Q8Fkpi18QXU,20260321,2026-03-21T00:29:48+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260321-terence-tao-how-the-world-s-top-mathematician-uses-ai.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260321-terence-tao-how-the-world-s-top-mathematician-uses-ai.txt
downloaded,No Priors Podcast,"The End of Coding: Andrej Karpathy on Agents, AutoResearch, and the Loopy Era of AI",https://www.youtube.com/watch?v=kwSVtQ7dziU,20260320,2026-03-20T21:27:35+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260320-the-end-of-coding-andrej-karpathy-on-agents-autoresearch-and-the-loopy-era-of-ai.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260320-the-end-of-coding-andrej-karpathy-on-agents-autoresearch-and-the-loopy-era-of-ai.txt
downloaded,Y Combinator,Inside The Startup Reinventing The $6 Trillion Chemical Manufacturing Industry,https://www.youtube.com/watch?v=PCypBUVhff8,20260320,2026-03-20T21:01:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260320-inside-the-startup-reinventing-the-6-trillion-chemical-manufacturing-industry.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260320-inside-the-startup-reinventing-the-6-trillion-chemical-manufacturing-industry.txt
downloaded,The Pragmatic Engineer,Simon Willison: Engineering practices that make coding agents work - The Pragmatic Summit,https://www.youtube.com/watch?v=owmJyKVu5f8,20260319,2026-03-19T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-simon-willison-engineering-practices-that-make-coding-agents-work-the-pragmatic-summit.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-simon-willison-engineering-practices-that-make-coding-agents-work-the-pragmatic-summit.txt
downloaded,硅谷 101,英伟达GTC上，迪士尼“复活了”雪宝机器人【101 Shorts】,https://www.youtube.com/watch?v=HjopX519nXg,20260319,2026-03-19T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-gtc-101-shorts.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-gtc-101-shorts.txt
downloaded,South Park Commons,Granola's Sam Stephenson on Intentional Design and the Future of Notetaking,https://www.youtube.com/watch?v=jkKfZMgJZ28,20260319,2026-03-19T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-granola-s-sam-stephenson-on-intentional-design-and-the-future-of-notetaking.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260319-granola-s-sam-stephenson-on-intentional-design-and-the-future-of-notetaking.txt
downloaded,The Pragmatic Engineer,Building WhatsApp with Jean Lee,https://www.youtube.com/watch?v=5Kn32cIWPSY,20260318,2026-03-18T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-building-whatsapp-with-jean-lee.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-building-whatsapp-with-jean-lee.txt
downloaded,硅谷 101,滑雪金融化困局：“天才商业模式”通票的变革与反噬,https://www.youtube.com/watch?v=jnYWv_0MzBw,20260318,2026-03-18T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-item.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-item.txt
downloaded,a16z Deep Dives,Are Tariffs Fueling the AI Race? | Deep Dives with a16z,https://www.youtube.com/watch?v=OqS0w1h9lRs,20260318,2026-03-18T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-are-tariffs-fueling-the-ai-race-deep-dives-with-a16z.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-are-tariffs-fueling-the-ai-race-deep-dives-with-a16z.txt
error,Every,How Every Edits in the Age of AI,https://www.youtube.com/watch?v=Uif_qAcgnLk,20260318,2026-03-18T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260318-how-every-edits-in-the-age-of-ai.txt,No public subtitles found.
