status,source_label,title,url,upload_date,published_at,subtitle_path,note
downloaded,Direct Input,"Eric Schmidt on the Robotics Race, Singularity Timeline, and Energy Shortage | 241",https://www.youtube.com/watch?v=DpwmmXmzvfo,20260324,2026-03-24T23:47:54+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/selected/raw/20260324-eric-schmidt-on-the-robotics-race-singularity-timeline-and-energy-shortage-241.txt,moved to /Users/bytedance/Documents/my-projects/fepulse-articles/selected/raw/20260324-eric-schmidt-on-the-robotics-race-singularity-timeline-and-energy-shortage-241.txt
