status,source_label,title,url,upload_date,published_at,subtitle_path,note
downloaded,Lenny's Podcast,From skeptic to true believer: How OpenClaw changed my life | Claire Vo,https://www.youtube.com/watch?v=DIa0MYJzM5I,20260329,2026-03-29T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-from-skeptic-to-true-believer-how-openclaw-changed-my-life-claire-vo.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-from-skeptic-to-true-believer-how-openclaw-changed-my-life-claire-vo.txt
downloaded,The Pragmatic Engineer,Chip Huyen: Building when it feels like there's nothing left to build - The Pragmatic Summit,https://www.youtube.com/watch?v=5nMa3p3qw1w,20260329,2026-03-29T08:00:00+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-chip-huyen-building-when-it-feels-like-there-s-nothing-left-to-build-the-pragmatic-summit.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-chip-huyen-building-when-it-feels-like-there-s-nothing-left-to-build-the-pragmatic-summit.txt
downloaded,Peter Yang,Claude Cowork Tutorial from Cowork's Design Lead (40 Min) | Jenny Wen,https://www.youtube.com/watch?v=rlIy7b-3DC8,20260329,2026-03-29T21:01:04+08:00,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-claude-cowork-tutorial-from-cowork-s-design-lead-40-min-jenny-wen.txt,/Users/bytedance/Documents/my-projects/fepulse-articles/ai-interview-archive-data/20260329-claude-cowork-tutorial-from-cowork-s-design-lead-40-min-jenny-wen.txt
